company_name,company_name_ch,company_number,company_category,country_of_origin,incorporated,uri,primary_node,node_label,chain_position,secondary_node,review_needed,review_reason,sic_codes_full,matched_sic_code,matched_sic_text,sic_confidence,sic_tier,sic_source,oecd_activity_category,requires_defence_check,website,description,location_hint,ukspacetech_category,address_line1,address_line2,post_town,county,country,postcode,source_ch,source_uksd,source_scc,source_esa,source_website,supply_hierarchy,defence_primary,space_peripheral,ch_verified,notes,data_collection_date,extraction_source,match_type,confidence_level,primary_node_original,review_status,defence_review_status,is_shell,ch_name,ch_status,ch_type,ch_sic_codes,ch_postcode,ch_locality,ch_region,ch_country,ch_incorporated,pipeline_status,pipeline_reason,pipeline_date,ukspace_category,ukspace_profile_url,source_ukspace,space_probability,ml_classification_date,ml_version,classification_reason
PARKVIEW AV LTD,PARKVIEW AV LTD,06401746,Private Limited Company,United Kingdom,17/10/2007,http://business.data.gov.uk/id/company/06401746,N8,Applications and Services,Downstream,,Yes,,61300 - Satellite telecommunications activities | nan | nan | nan,61300.0,61300 - Satellite telecommunications activities,High,Tier 1,"ONS SIC 2007 index: satellite circuit rental services, telecommunications satellite relay station. Also confirmed by OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: satellite telecommunications activities.",Operation of space systems / Downstream satcoms,No,,,,,70 WOOD STREET,LONDON,,,,E17 3HT,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,PARKVIEW AV LTD,active,ltd,61300,E17 3HT,,,,2007-10-17,verified,"Active, space keyword confirmed, SIC 61300 (High confidence).",2026-07-23,,,,0.8132408845925366,2026-07-23,v2,
PATHFINDER VEHICLE SYSTEMS LIMITED,PATHFINDER VEHICLE SYSTEMS LIMITED,05759091,Private Limited Company,United Kingdom,28/03/2006,http://business.data.gov.uk/id/company/05759091,N8,Applications and Services,Downstream,,Yes,,61300 - Satellite telecommunications activities | nan | nan | nan,61300.0,61300 - Satellite telecommunications activities,High,Tier 1,"ONS SIC 2007 index: satellite circuit rental services, telecommunications satellite relay station. Also confirmed by OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: satellite telecommunications activities.",Operation of space systems / Downstream satcoms,No,,,,,"4 SWINDALE, BRICKHILL",BEDFORD,BEDFORDSHIRE,,,MK41 7TT,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,PATHFINDER VEHICLE SYSTEMS LIMITED,active,ltd,61300,MK41 7TT,Bedfordshire,,,2006-03-28,verified,"Active, space keyword confirmed, SIC 61300 (High confidence).",2026-07-23,,,,0.7450358044641608,2026-07-23,v2,
PBMD AEROSPACE LTD,PBMD AEROSPACE LTD,14639507,Private Limited Company,United Kingdom,04/02/2023,http://business.data.gov.uk/id/company/14639507,N9,Enabling and Ancillary,Enabling,,Yes,,71121 - Engineering design activities for industrial process and production | nan | nan | nan,71121.0,71121 - Engineering design activities for industrial process and production,Low,Tier 3,OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: NACE 71.12 engineering activities and related technical consultancy — CPA 71.12.17 engineering services for industrial and manufacturing projects (includes space vehicles). CPA 71.12.18 engineering services for telecommunications and broadcasting projects.,Research and development services / engineering,No,,,,,MANSION HOUSE,MANCHESTER ROAD,ALTRINCHAM,,ENGLAND,WA14 4RW,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,PBMD AEROSPACE LTD,active,ltd,71121,WA14 4RW,Altrincham,,England,2023-02-04,verified,"Active, space keyword confirmed, SIC 71121 (Low confidence).",2026-07-23,,,,0.773069496950429,2026-07-23,v2,
PCQ SOLUTIONS LIMITED,PCQ SOLUTIONS LIMITED,04019429,Private Limited Company,United Kingdom,22/06/2000,http://business.data.gov.uk/id/company/04019429,N8,Applications and Services,Downstream,,Yes,,32990 - Other manufacturing n.e.c. | 61100 - Wired telecommunications activities | 61300 - Satellite telecommunications activities | 95110 - Repair of computers and peripheral equipment,61100.0,61100 - Wired telecommunications activities,Low,Tier 3,OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: NACE 61.10 wired telecommunications — CPA 61.10.43 broadband internet including satellite fixed wireless.,Downstream services for satellite telecoms,No,,,,,"CAMBRIAN HOUSE, CAMBRIAN PLACE",LLANIDLOES,POWYS,,,SY18 6BX,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,PCQ SOLUTIONS LIMITED,active,ltd,"32990, 61100, 61300, 95110",SY18 6BX,Powys,,,2000-06-22,verified,"Active, space keyword confirmed, SIC 61100 (Low confidence).",2026-07-23,,,,0.8224112545890574,2026-07-23,v2,
PEAK AEROSPACE LIMITED,PEAK AEROSPACE LIMITED,10726465,Private Limited Company,United Kingdom,13/04/2017,http://business.data.gov.uk/id/company/10726465,N9,Enabling and Ancillary,Enabling,,Yes,,70229 - Management consultancy activities other than financial management | nan | nan | nan,70229.0,70229 - Management consultancy activities other than financial management,Low,Tier 3,"OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: NACE 70.22 business and other management consultancy — listed under professional, scientific and technical services for space.",Ancillary activities,No,,,,,34 CLARENCE STREET,,SOUTHEND-ON-SEA,,ENGLAND,SS1 1BD,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,PEAK AEROSPACE LIMITED,active,ltd,70229,SS1 1BD,Southend-On-Sea,,England,2017-04-13,verified,"Active, space keyword confirmed, SIC 70229 (Low confidence).",2026-07-23,,,,0.5838113067093117,2026-07-23,v2,
PEAR SPACE LIMITED,PEAR SPACE LIMITED,17100695,Private Limited Company,United Kingdom,18/03/2026,http://business.data.gov.uk/id/company/17100695,N7,Data Processing and Analytics,Downstream,,Yes,,"63110 - Data processing, hosting and related activities | 63120 - Web portals | nan | nan",63110.0,"63110 - Data processing, hosting and related activities",Low,Tier 3,OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: NACE 63.11 data processing and hosting — downstream EO data processing services (explicitly noted in document p.11).,Downstream services for earth observation,No,,,,,UNIT 5 OAK HOUSE,WATERSIDE SOUTH,LINCOLN,,ENGLAND,LN5 7FB,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,PEAR SPACE LIMITED,active,ltd,"63110, 63120",LN5 7FB,Lincoln,,England,2026-03-18,verified,"Active, space keyword confirmed, SIC 63110 (Low confidence).",2026-07-23,,,,0.7425668525922375,2026-07-23,v2,
PENNINGTON TELECOM LIMITED,PENNINGTON TELECOM LIMITED,05753067,Private Limited Company,United Kingdom,23/03/2006,http://business.data.gov.uk/id/company/05753067,N8,Applications and Services,Downstream,,Yes,,61300 - Satellite telecommunications activities | nan | nan | nan,61300.0,61300 - Satellite telecommunications activities,High,Tier 1,"ONS SIC 2007 index: satellite circuit rental services, telecommunications satellite relay station. Also confirmed by OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: satellite telecommunications activities.",Operation of space systems / Downstream satcoms,No,,,,,1 ST MICHAELS CLOSE,NORTHGATE STREET,BURY ST EDMUNDS,,ENGLAND,IP33 1HT,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,PENNINGTON TELECOM LIMITED,active,ltd,61300,IP33 1HT,Bury St Edmunds,,England,2006-03-23,verified,"Active, space keyword confirmed, SIC 61300 (High confidence).",2026-07-23,,,,0.8481637386438218,2026-07-23,v2,
PEOPLE & SPACE LIMITED,PEOPLE & SPACE LIMITED,09861957,Private Limited Company,United Kingdom,09/11/2015,http://business.data.gov.uk/id/company/09861957,N9,Enabling and Ancillary,Enabling,,Yes,,"56290 - Other food services | 74909 - Other professional, scientific and technical activities n.e.c. | nan | nan",74909.0,"74909 - Other professional, scientific and technical activities n.e.c.",Low,Tier 3,"OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: NACE 74.90 other professional, scientific and technical activities — CPA 74.90.13 environmental consulting, CPA 74.90.14 weather forecasting and meteorological services.",Ancillary activities,No,,,,,1 CECIL ROAD,,HODDESDON,,ENGLAND,EN11 0JA,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,PEOPLE & SPACE LIMITED,active,ltd,"56290, 74909",EN11 0JA,Hoddesdon,,England,2015-11-09,verified,"Active, space keyword confirmed, SIC 74909 (Low confidence).",2026-07-23,,,,0.622989585995657,2026-07-23,v2,
PEOPLE ACCESS LTD,PEOPLE ACCESS LTD,07610298,Private Limited Company,United Kingdom,20/04/2011,http://business.data.gov.uk/id/company/07610298,N8,Applications and Services,Downstream,,Yes,,61100 - Wired telecommunications activities | 61200 - Wireless telecommunications activities | 61300 - Satellite telecommunications activities | 61900 - Other telecommunications activities,61100.0,61100 - Wired telecommunications activities,Low,Tier 3,OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: NACE 61.10 wired telecommunications — CPA 61.10.43 broadband internet including satellite fixed wireless.,Downstream services for satellite telecoms,No,,,,,6 WHITTONS LANE,,TOWCESTER,NORTHAMPTONSHIRE,ENGLAND,NN12 6YZ,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,PEOPLE ACCESS LTD,active,ltd,"61100, 61200, 61300, 61900",NN12 6YZ,Towcester,Northamptonshire,England,2011-04-20,verified,"Active, space keyword confirmed, SIC 61100 (Low confidence).",2026-07-23,,,,0.869933331031687,2026-07-23,v2,
PERFORM ENGINEERING SERVICES LTD,PERFORM ENGINEERING SERVICES LTD,15222026,Private Limited Company,United Kingdom,19/10/2023,http://business.data.gov.uk/id/company/15222026,N8,Applications and Services,Downstream,,Yes,,61200 - Wireless telecommunications activities | 61300 - Satellite telecommunications activities | 71122 - Engineering related scientific and technical consulting activities | 71200 - Technical testing and analysis,61200.0,61200 - Wireless telecommunications activities,Medium,Tier 3,OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: NACE 61.20 wireless telecommunications — CPA 61.20.11 mobile telecommunications including satellite phones.,Downstream services for satellite telecoms,No,,,,,"IVECO HOUSE,","THE JUNCTION, STATION ROAD",WATFORD,,UNITED KINGDOM,WD17 1ET,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,PERFORM ENGINEERING SERVICES LTD,active,ltd,"61200, 61300, 71122, 71200",WD17 1ET,Watford,,United Kingdom,2023-10-19,verified,"Active, space keyword confirmed, SIC 61200 (Medium confidence).",2026-07-23,,,,0.7333895203326151,2026-07-23,v2,
PHS SPACE LTD,PHS SPACE LTD,05794582,Private Limited Company,United Kingdom,25/04/2006,http://business.data.gov.uk/id/company/05794582,N9,Enabling and Ancillary,Enabling,,Yes,,"74909 - Other professional, scientific and technical activities n.e.c. | nan | nan | nan",74909.0,"74909 - Other professional, scientific and technical activities n.e.c.",Low,Tier 3,"OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: NACE 74.90 other professional, scientific and technical activities — CPA 74.90.13 environmental consulting, CPA 74.90.14 weather forecasting and meteorological services.",Ancillary activities,No,,,,,32 HIGH STREET,,WENDOVER,BUCKS,ENGLAND,HP22 6EA,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,PHS SPACE LTD,active,ltd,74909,HP22 6EA,Wendover,Bucks,England,2006-04-25,verified,"Active, space keyword confirmed, SIC 74909 (Low confidence).",2026-07-23,,,,0.7121219187638358,2026-07-23,v2,
PI SPACE LTD,PI SPACE LTD,13381912,Private Limited Company,United Kingdom,07/05/2021,http://business.data.gov.uk/id/company/13381912,N9,Enabling and Ancillary,Enabling,,Yes,,"74909 - Other professional, scientific and technical activities n.e.c. | nan | nan | nan",74909.0,"74909 - Other professional, scientific and technical activities n.e.c.",Low,Tier 3,"OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: NACE 74.90 other professional, scientific and technical activities — CPA 74.90.13 environmental consulting, CPA 74.90.14 weather forecasting and meteorological services.",Ancillary activities,No,,,,,WESLEY HOUSE,GARGRAVE ROAD,SKIPTON,,ENGLAND,BD23 1QJ,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,PI SPACE LTD,active,ltd,74909,BD23 1QJ,Skipton,,England,2021-05-07,verified,"Active, space keyword confirmed, SIC 74909 (Low confidence).",2026-07-23,,,,0.7125353376612326,2026-07-23,v2,
PI SQUARED LIMITED,PI SQUARED LIMITED,02448679,Private Limited Company,United Kingdom,04/12/1989,http://business.data.gov.uk/id/company/02448679,N8,Applications and Services,Downstream,,Yes,,61300 - Satellite telecommunications activities | 74100 - specialised design activities | nan | nan,61300.0,61300 - Satellite telecommunications activities,High,Tier 1,"ONS SIC 2007 index: satellite circuit rental services, telecommunications satellite relay station. Also confirmed by OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: satellite telecommunications activities.",Operation of space systems / Downstream satcoms,No,,,,,HILLSIDE HOUSE,5 LOWER ROAD,GERRARDS CROSS,BUCKINGHAMSHIRE,,SL9 0NL,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,PI SQUARED LIMITED,active,ltd,"61300, 74100",SL9 0NL,Gerrards Cross,Buckinghamshire,,1989-12-04,verified,"Active, space keyword confirmed, SIC 61300 (High confidence).",2026-07-23,,,,0.7295526055731325,2026-07-23,v2,
PING LIMITED,PING LIMITED,17000486,Private Limited Company,United Kingdom,30/01/2026,http://business.data.gov.uk/id/company/17000486,N8,Applications and Services,Downstream,,Yes,,61100 - Wired telecommunications activities | 61300 - Satellite telecommunications activities | nan | nan,61100.0,61100 - Wired telecommunications activities,Low,Tier 3,OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: NACE 61.10 wired telecommunications — CPA 61.10.43 broadband internet including satellite fixed wireless.,Downstream services for satellite telecoms,No,,,,,FORMER CORONERS COURT,THE CLOSE,NEWCASTLE UPON TYNE,,UNITED KINGDOM,NE1 3RQ,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,Yes,PING LIMITED,active,ltd,"61100, 61300",NE1 3RQ,Newcastle Upon Tyne,,United Kingdom,2026-01-30,verified,"Active, space keyword confirmed, SIC 61100 (Low confidence).",2026-07-23,,,,0.8449213054487458,2026-07-23,v2,
PIOSIGN LTD,PIOSIGN LTD,13188198,Private Limited Company,United Kingdom,09/02/2021,http://business.data.gov.uk/id/company/13188198,N8,Applications and Services,Downstream,,Yes,,61300 - Satellite telecommunications activities | 62020 - Information technology consultancy activities | 62090 - Other information technology service activities | 63120 - Web portals,61300.0,61300 - Satellite telecommunications activities,High,Tier 1,"ONS SIC 2007 index: satellite circuit rental services, telecommunications satellite relay station. Also confirmed by OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: satellite telecommunications activities.",Operation of space systems / Downstream satcoms,No,,,,,10 STANLEY AVENUE,,NEW MALDEN,,ENGLAND,KT3 6EN,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,PIOSIGN LTD,active,ltd,"61300, 62020, 62090, 63120",KT3 6EN,New Malden,,England,2021-02-09,verified,"Active, space keyword confirmed, SIC 61300 (High confidence).",2026-07-23,,,,0.6985161605988596,2026-07-23,v2,
PITCHSPACE LTD,PITCHSPACE LTD,13228700,Private Limited Company,United Kingdom,26/02/2021,http://business.data.gov.uk/id/company/13228700,N7,Data Processing and Analytics,Downstream,,Yes,,"63110 - Data processing, hosting and related activities | nan | nan | nan",63110.0,"63110 - Data processing, hosting and related activities",Low,Tier 3,OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: NACE 63.11 data processing and hosting — downstream EO data processing services (explicitly noted in document p.11).,Downstream services for earth observation,No,,,,,FLAT 18 YASHIN HOUSE,MATTHEWS CLOSE,WEMBLEY,,ENGLAND,HA9 8FG,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,PITCHSPACE LTD,active,ltd,63110,HA9 8FG,Wembley,,England,2021-02-26,verified,"Active, space keyword confirmed, SIC 63110 (Low confidence).",2026-07-23,,,,0.7613729076150688,2026-07-23,v2,
PK  AERIAL  ACCESS LIMITED,PK  AERIAL  ACCESS LIMITED,SC802708,Private Limited Company,United Kingdom,12/03/2024,http://business.data.gov.uk/id/company/SC802708,N8,Applications and Services,Downstream,,Yes,,61300 - Satellite telecommunications activities | 82990 - Other business support service activities n.e.c. | nan | nan,61300.0,61300 - Satellite telecommunications activities,High,Tier 1,"ONS SIC 2007 index: satellite circuit rental services, telecommunications satellite relay station. Also confirmed by OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: satellite telecommunications activities.",Operation of space systems / Downstream satcoms,No,,,,,4 BURNHEAD TERRACE,REDFORD,ARBROATH,ANGUS,SCOTLAND,DD11 2RB,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,PK  AERIAL  ACCESS LIMITED,active,ltd,"61300, 82990",DD11 2RB,Arbroath,Angus,Scotland,2024-03-12,verified,"Active, space keyword confirmed, SIC 61300 (High confidence).",2026-07-23,,,,0.7290409279788328,2026-07-23,v2,
PLACE YOUR SPACE LIMITED,PLACE YOUR SPACE LIMITED,07442730,Private Limited Company,United Kingdom,17/11/2010,http://business.data.gov.uk/id/company/07442730,N8,Applications and Services,Downstream,,Yes,,61900 - Other telecommunications activities | 93290 - Other amusement and recreation activities n.e.c. | nan | nan,61900.0,61900 - Other telecommunications activities,Medium,Tier 3,OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: NACE 61.90 other telecommunications — CPA 61.90.10 includes satellite tracking services.,Operation of space systems,No,,,,,198 SOUTHEND ROAD,SOUTHEND ROAD,WOODFORD GREEN,,ENGLAND,IG8 8QH,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,PLACE YOUR SPACE LIMITED,active,ltd,"61900, 93290",IG8 8QH,Woodford Green,,England,2010-11-17,verified,"Active, space keyword confirmed, SIC 61900 (Medium confidence).",2026-07-23,,,,0.8306415150198074,2026-07-23,v2,
PLANSPACE LIMITED,PLANSPACE LIMITED,07257987,Private Limited Company,United Kingdom,18/05/2010,http://business.data.gov.uk/id/company/07257987,N9,Enabling and Ancillary,Enabling,,Yes,,"74909 - Other professional, scientific and technical activities n.e.c. | nan | nan | nan",74909.0,"74909 - Other professional, scientific and technical activities n.e.c.",Low,Tier 3,"OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: NACE 74.90 other professional, scientific and technical activities — CPA 74.90.13 environmental consulting, CPA 74.90.14 weather forecasting and meteorological services.",Ancillary activities,No,,,,,THE OLD RECTORY,CHURCH STREET,WEYBRIDGE,SURREY,,KT13 8DE,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,PLANSPACE LIMITED,active,ltd,74909,KT13 8DE,Weybridge,Surrey,,2010-05-18,verified,"Active, space keyword confirmed, SIC 74909 (Low confidence).",2026-07-23,,,,0.7318483049007669,2026-07-23,v2,
